datetime,count
2011-01-22 11:00:00,54.968
2011-01-22 12:00:00,58.01
2011-01-22 13:00:00,68.452
2011-01-22 14:00:00,65.62
2011-01-22 15:00:00,68.662
2011-01-22 16:00:00,65.692
2011-01-22 17:00:00,75.958
2011-01-22 18:00:00,49.07
2011-01-22 19:00:00,50.542
2011-01-22 20:00:00,39.622
2011-01-22 21:00:00,41.388
2011-01-22 22:00:00,35.266
2011-01-22 23:00:00,28.25
2011-01-23 00:00:00,18.006
2011-01-23 01:00:00,14.468
2011-01-23 02:00:00,12.704
2011-01-23 03:00:00,9.424
2011-01-23 05:00:00,7.81
2011-01-23 06:00:00,10.042
2011-01-23 07:00:00,17.494
2011-01-23 08:00:00,21.882
2011-01-23 09:00:00,27.332
2011-01-23 10:00:00,45.23
2011-01-23 11:00:00,54.11
2011-01-23 12:00:00,64.128
2011-01-23 13:00:00,60.548
2011-01-23 14:00:00,74.89
2011-01-23 15:00:00,75.104
2011-01-23 16:00:00,77.648
2011-01-23 17:00:00,67.954
2011-01-23 18:00:00,56.884
2011-01-23 19:00:00,50.312
2011-01-23 20:00:00,36.192
2011-01-23 21:00:00,34.382
2011-01-23 22:00:00,30.658
2011-01-23 23:00:00,25.108
2011-01-24 00:00:00,14.31
2011-01-24 01:00:00,8.42
2011-01-24 03:00:00,7.062
2011-01-24 04:00:00,11.708
2011-01-24 05:00:00,13.222
2011-01-24 06:00:00,30.396
2011-01-24 07:00:00,104.438
2011-01-24 08:00:00,131.106
2011-01-24 09:00:00,123.698
2011-01-24 10:00:00,96.37485714285714
2011-01-24 11:00:00,81.018
2011-01-24 12:00:00,53.29485714285715
2011-01-24 13:00:00,47.496
2011-01-24 14:00:00,46.862
2011-01-24 15:00:00,81.47285714285715
2011-01-24 16:00:00,75.082
2011-01-24 17:00:00,94.26
2011-01-24 18:00:00,80.102
2011-01-24 19:00:00,74.13
2011-01-24 20:00:00,59.968
2011-01-24 21:00:00,38.602
2011-01-24 22:00:00,40.398
2011-01-24 23:00:00,38.172
2011-01-25 00:00:00,10.06
2011-01-25 01:00:00,6.372
2011-01-25 02:00:00,4.092
2011-01-25 04:00:00,5.492
2011-01-25 05:00:00,6.966
2011-01-25 06:00:00,31.28
2011-01-25 07:00:00,98.144
2011-01-25 08:00:00,111.66
2011-01-25 09:00:00,96.424
2011-01-25 10:00:00,71.282
2011-01-25 11:00:00,76.138
2011-01-25 12:00:00,78.664
2011-01-25 13:00:00,84.734
2011-01-25 14:00:00,90.582
2011-01-25 15:00:00,93.25485714285715
2011-01-25 16:00:00,97.426
2011-01-25 17:00:00,131.178
2011-01-25 18:00:00,122.822
2011-01-25 19:00:00,111.062
2011-01-25 20:00:00,88.71
2011-01-25 21:00:00,61.106
2011-01-25 22:00:00,50.288
2011-01-25 23:00:00,48.28
2011-01-26 00:00:00,12.098
2011-01-26 01:00:00,10.092
2011-01-26 02:00:00,5.304
2011-01-26 05:00:00,6.542
2011-01-26 06:00:00,25.344
2011-01-26 07:00:00,72.27
2011-01-26 08:00:00,88.39
2011-01-26 09:00:00,72.182
2011-01-26 10:00:00,50.002
2011-01-26 11:00:00,48.148
2011-01-26 12:00:00,47.686
2011-01-26 13:00:00,48.652
2011-01-26 14:00:00,49.4
2011-01-26 15:00:00,52.436
2011-01-26 16:00:00,60.37
2011-01-26 17:00:00,62.438
2011-01-27 16:00:00,99.726
2011-01-27 17:00:00,123.324
2011-01-27 18:00:00,99.182
2011-01-27 19:00:00,90.534
2011-01-27 20:00:00,79.392
2011-01-27 21:00:00,56.274
2011-01-27 22:00:00,50.516
2011-01-27 23:00:00,48.788
2011-01-28 00:00:00,11.662
2011-01-28 01:00:00,7.122
2011-01-28 02:00:00,5.976
2011-01-28 03:00:00,7.174
2011-01-28 05:00:00,8.544
2011-01-28 06:00:00,31.556
2011-01-28 07:00:00,95.636
2011-01-28 08:00:00,125.88
2011-01-28 09:00:00,84.766
2011-01-28 10:00:00,64.184
2011-01-28 11:00:00,61.548
2011-01-28 12:00:00,62.396
2011-01-28 13:00:00,63.548
2011-01-28 14:00:00,67.19
2011-01-28 15:00:00,78.322
2011-01-28 16:00:00,88.758
2011-01-28 17:00:00,120.708
2011-01-28 18:00:00,118.628
2011-01-28 19:00:00,96.21
2011-01-28 20:00:00,77.708
2011-01-28 21:00:00,58.646
2011-01-28 22:00:00,59.744
2011-01-28 23:00:00,50.404
2011-01-29 00:00:00,21.58
2011-01-29 01:00:00,17.662
2011-01-29 02:00:00,14.726
2011-01-29 03:00:00,10.774
2011-01-29 04:00:00,7.508
2011-01-29 06:00:00,11.824
2011-01-29 07:00:00,28.384
2011-01-29 08:00:00,43.472
2011-01-29 09:00:00,42.84
2011-01-29 10:00:00,52.89
2011-01-29 11:00:00,55.7
2011-01-29 12:00:00,60.38
2011-01-29 13:00:00,68.52
2011-01-29 14:00:00,64.92
2011-01-29 15:00:00,68.96
2011-01-29 16:00:00,69.082
2011-01-29 17:00:00,63.726
2011-01-29 18:00:00,63.284
2011-01-29 19:00:00,64.098
2011-01-29 20:00:00,48.622
2011-01-29 21:00:00,40.97
2011-01-29 22:00:00,37.23
2011-01-29 23:00:00,33.852
2011-01-30 00:00:00,25.058
2011-01-30 01:00:00,23.17
2011-01-30 02:00:00,18.822
2011-01-30 03:00:00,14.264
2011-01-30 04:00:00,12.052
2011-01-30 05:00:00,10.422
2011-01-30 07:00:00,19.276
2011-01-30 08:00:00,32.112
2011-01-30 09:00:00,38.192
2011-01-30 10:00:00,51.948
2011-01-30 11:00:00,50.916
2011-01-30 12:00:00,93.294
2011-01-30 13:00:00,68.518
2011-01-30 14:00:00,78.94
2011-01-30 15:00:00,90.846
2011-01-30 16:00:00,91.94
2011-01-30 17:00:00,78.164
2011-01-30 18:00:00,60.222
2011-01-30 19:00:00,53.932
2011-01-30 20:00:00,58.44
2011-01-30 21:00:00,39.622
2011-01-30 22:00:00,36.668
2011-01-30 23:00:00,29.634
2011-01-31 00:00:00,15.326
2011-01-31 01:00:00,8.188
2011-01-31 02:00:00,6.846
2011-01-31 03:00:00,6.676
2011-01-31 04:00:00,8.552
2011-01-31 05:00:00,6.338
2011-01-31 06:00:00,30.572
2011-01-31 07:00:00,78.076
2011-01-31 08:00:00,92.326
2011-01-31 09:00:00,75.268
2011-01-31 10:00:00,58.044
2011-01-31 11:00:00,57.382
2011-01-31 12:00:00,65.552
2011-01-31 13:00:00,79.266
2011-01-31 14:00:00,65.76
2011-01-31 15:00:00,61.15
2011-01-31 16:00:00,65.606
2011-01-31 17:00:00,77.554
2011-01-31 18:00:00,75.584
2011-01-31 19:00:00,111.4
2011-01-31 20:00:00,65.666
2011-01-31 21:00:00,46.86
2011-01-31 22:00:00,40.184
2011-01-31 23:00:00,35.532
2011-02-20 00:00:00,29.778
2011-02-20 01:00:00,23.43
2011-02-20 02:00:00,21.968
2011-02-20 03:00:00,13.416
2011-02-20 04:00:00,11.246
2011-02-20 06:00:00,12.596
2011-02-20 07:00:00,37.188
2011-02-20 08:00:00,43.092
2011-02-20 09:00:00,56.02
2011-02-20 10:00:00,83.882
2011-02-20 11:00:00,105.692
2011-02-20 12:00:00,121.718
2011-02-20 13:00:00,149.948
2011-02-20 14:00:00,142.546
2011-02-20 15:00:00,146.576
2011-02-20 16:00:00,150.742
2011-02-20 17:00:00,138.64
2011-02-20 18:00:00,126.788
2011-02-20 19:00:00,120.676
2011-02-20 20:00:00,97.942
2011-02-20 21:00:00,77.822
2011-02-20 22:00:00,68.558
2011-02-20 23:00:00,62.826
2011-02-21 00:00:00,30.792
2011-02-21 01:00:00,26.956
2011-02-21 02:00:00,23.678
2011-02-21 03:00:00,20.568
2011-02-21 04:00:00,20.05
2011-02-21 05:00:00,25.858
2011-02-21 06:00:00,38.048
2011-02-21 07:00:00,111.026
2011-02-21 08:00:00,111.3
2011-02-21 09:00:00,102.588
2011-02-21 10:00:00,99.5
2011-02-21 11:00:00,98.778
2011-02-21 12:00:00,106.128
2011-02-21 13:00:00,68.5
2011-02-21 14:00:00,104.48
2011-02-21 15:00:00,96.78
2011-02-21 16:00:00,74.688
2011-02-21 17:00:00,104.01
2011-02-21 18:00:00,82.854
2011-02-21 19:00:00,78.212
2011-02-21 20:00:00,57.524
2011-02-21 21:00:00,47.504
2011-02-21 22:00:00,44.166
2011-02-21 23:00:00,40.538
2011-02-22 06:00:00,34.494
2011-02-22 07:00:00,93.716
2011-02-22 08:00:00,120.242
2011-02-22 09:00:00,103.998
2011-02-22 10:00:00,77.834
2011-02-22 11:00:00,82.968
2011-02-22 12:00:00,82.022
2011-02-22 13:00:00,92.36
2011-02-22 14:00:00,94.72
2011-02-22 15:00:00,95.07
2011-02-22 16:00:00,94.432
2011-02-22 17:00:00,117.37
2011-02-22 18:00:00,121.44
2011-02-22 19:00:00,97.862
2011-02-22 20:00:00,83.042
2011-02-22 21:00:00,62.636
2011-02-22 22:00:00,47.286
2011-02-22 23:00:00,41.694
2011-02-23 00:00:00,10.946
2011-02-23 01:00:00,7.1
2011-02-23 02:00:00,7.06
2011-02-23 03:00:00,6.61
2011-02-23 05:00:00,8.856
2011-02-23 06:00:00,31.494
2011-02-23 07:00:00,101.236
2011-02-23 08:00:00,144.894
2011-02-23 09:00:00,117.38
2011-02-23 10:00:00,76.68085714285715
2011-02-23 11:00:00,89.56685714285715
2011-02-23 12:00:00,84.51485714285714
2011-02-23 13:00:00,110.22885714285715
2011-02-23 14:00:00,112.80285714285715
2011-02-23 15:00:00,114.62885714285714
2011-02-23 16:00:00,117.322
2011-02-23 17:00:00,189.91
2011-02-23 18:00:00,179.908
2011-02-23 19:00:00,155.032
2011-02-23 20:00:00,83.62
2011-02-23 21:00:00,64.606
2011-02-23 22:00:00,53.288
2011-02-23 23:00:00,45.454
2011-02-24 00:00:00,13.37
2011-02-24 01:00:00,9.3
2011-02-24 02:00:00,5.492
2011-02-24 03:00:00,5.228
2011-02-24 05:00:00,8.4
2011-02-24 06:00:00,35.082
2011-02-24 07:00:00,128.506
2011-02-24 08:00:00,178.168
2011-02-24 09:00:00,116.188
2011-02-24 10:00:00,88.3984
2011-02-24 11:00:00,100.054
2011-02-24 12:00:00,106.992
2011-02-24 13:00:00,96.836
2011-02-24 14:00:00,105.298
2011-02-24 15:00:00,69.468
2011-02-24 16:00:00,71.906
2011-02-24 17:00:00,106.712
2011-02-24 18:00:00,127.006
2011-02-24 19:00:00,73.558
2011-02-24 20:00:00,101.48
2011-02-24 21:00:00,83.278
2011-02-24 22:00:00,56.202
2011-02-24 23:00:00,65.092
2011-02-25 00:00:00,15.942
2011-02-25 01:00:00,18.364
2011-02-25 02:00:00,16.65
2011-02-25 03:00:00,7.504
2011-02-25 05:00:00,10.828
2011-02-25 06:00:00,35.88
2011-02-25 07:00:00,98.688
2011-02-25 08:00:00,117.976
2011-02-25 09:00:00,77.118
2011-02-25 10:00:00,73.594
2011-02-25 11:00:00,150.236
2011-02-25 12:00:00,139.852
2011-02-25 13:00:00,140.008
2011-02-25 14:00:00,153.396
2011-02-25 15:00:00,174.16085714285717
2011-02-25 16:00:00,108.176
2011-02-25 17:00:00,140.074
2011-02-25 18:00:00,128.604
2011-02-25 19:00:00,105.234
2011-02-25 20:00:00,94.078
2011-02-25 21:00:00,66.002
2011-02-25 22:00:00,58.568400000000004
2011-02-25 23:00:00,54.0124
2011-02-26 00:00:00,24.264
2011-02-26 01:00:00,18.562
2011-02-26 02:00:00,14.58
2011-02-26 03:00:00,12.302
2011-02-26 04:00:00,9.148
2011-02-26 05:00:00,10.03
2011-02-26 06:00:00,11.926
2011-02-26 07:00:00,29.392
2011-02-26 08:00:00,62.004
2011-02-26 09:00:00,73.002
2011-02-26 10:00:00,98.808
2011-02-26 11:00:00,124.358
2011-02-26 12:00:00,117.438
2011-02-26 13:00:00,119.816
2011-02-26 14:00:00,117.26
2011-02-26 15:00:00,121.04
2011-02-26 16:00:00,128.1
2011-02-26 17:00:00,141.414
2011-02-26 18:00:00,125.552
2011-02-26 19:00:00,99.096
2011-02-26 20:00:00,72.008
2011-02-26 21:00:00,55.402
2011-02-26 22:00:00,57.666
2011-02-26 23:00:00,56.804
2011-02-27 00:00:00,29.024
2011-02-27 01:00:00,28.592
2011-02-27 02:00:00,24.628
2011-02-27 03:00:00,14.472
2011-02-27 04:00:00,11.31
2011-02-27 06:00:00,11.752
2011-02-27 07:00:00,25.428
2011-02-27 08:00:00,63.58
2011-02-27 09:00:00,68.174
2011-02-27 10:00:00,81.692
2011-02-27 11:00:00,121.206
2011-02-27 12:00:00,119.696
2011-02-27 13:00:00,145.402
2011-02-27 14:00:00,161.664
2011-02-27 15:00:00,188.104
2011-02-27 16:00:00,204.906
2011-02-27 17:00:00,132.522
2011-02-27 18:00:00,108.418
2011-02-27 19:00:00,110.84
2011-02-27 20:00:00,92.928
2011-02-27 21:00:00,72.12
2011-02-27 22:00:00,77.654
2011-02-27 23:00:00,75.374
2011-02-28 00:00:00,20.892
2011-02-28 01:00:00,13.226
2011-02-28 03:00:00,9.186
2011-02-28 05:00:00,18.34
2011-02-28 06:00:00,41.476
2011-02-28 07:00:00,134.354
2011-02-28 08:00:00,138.664
2011-02-28 09:00:00,152.152
2011-02-28 10:00:00,135.304
2011-02-28 11:00:00,159.258
2011-02-28 12:00:00,162.304
2011-02-28 13:00:00,105.896
2011-02-28 14:00:00,84.482
2011-02-28 15:00:00,83.988
2011-02-28 16:00:00,91.114
2011-02-28 17:00:00,91.104
2011-02-28 18:00:00,138.566
2011-02-28 19:00:00,119.562
2011-02-28 20:00:00,112.248
2011-02-28 21:00:00,83.716
2011-02-28 22:00:00,51.028
2011-02-28 23:00:00,63.608
2011-03-20 00:00:00,38.466
2011-03-20 01:00:00,32.18
2011-03-20 02:00:00,24.218
2011-03-20 03:00:00,15.318
2011-03-20 04:00:00,8.434
2011-03-20 05:00:00,7.978
2011-03-20 06:00:00,10.826
2011-03-20 07:00:00,36.602
2011-03-20 08:00:00,62.74
2011-03-20 09:00:00,82.276
2011-03-20 10:00:00,111.092
2011-03-20 11:00:00,134.548
2011-03-20 12:00:00,144.448
2011-03-20 13:00:00,135.22
2011-03-20 14:00:00,136.352
2011-03-20 15:00:00,135.88
2011-03-20 16:00:00,151.382
2011-03-20 17:00:00,131.126
2011-03-20 18:00:00,136.134
2011-03-20 19:00:00,117.43
2011-03-20 20:00:00,96.21
2011-03-20 21:00:00,79.388
2011-03-20 22:00:00,73.56
2011-03-20 23:00:00,56.07
2011-03-21 00:00:00,25.196
2011-03-21 01:00:00,17.632
2011-03-21 02:00:00,15.95
2011-03-21 03:00:00,15.034
2011-03-21 05:00:00,16.51
2011-03-21 06:00:00,45.164
2011-03-21 07:00:00,89.068
2011-03-21 08:00:00,138.662
2011-03-21 09:00:00,108.826
2011-03-21 10:00:00,108.822
2011-03-21 11:00:00,129.856
2011-03-21 12:00:00,150.032
2011-03-21 13:00:00,166.112
2011-03-21 14:00:00,170.27
2011-03-21 15:00:00,172.636
2011-03-21 16:00:00,207.9
2011-03-21 17:00:00,256.214
2011-03-21 18:00:00,225.544
2011-03-21 19:00:00,261.298
2011-03-21 20:00:00,236.896
2011-03-21 21:00:00,115.15
2011-03-21 22:00:00,107.32
2011-03-21 23:00:00,85.368
2011-03-22 00:00:00,29.662
2011-03-22 01:00:00,14.898
2011-03-22 02:00:00,13.32
2011-03-22 03:00:00,15.296
2011-03-22 04:00:00,16.378
2011-03-22 05:00:00,18.356
2011-03-22 06:00:00,51.74
2011-03-22 07:00:00,154.722
2011-03-22 08:00:00,173.948
2011-03-22 09:00:00,129.994
2011-03-22 10:00:00,165.11
2011-03-22 11:00:00,167.886
2011-03-22 12:00:00,160.778
2011-03-22 13:00:00,147.228
2011-03-22 14:00:00,170.436
2011-03-22 15:00:00,166.066
2011-03-22 16:00:00,200.406
2011-03-22 17:00:00,247.812
2011-03-22 18:00:00,231.83
2011-03-22 19:00:00,188.664
2011-03-22 20:00:00,166.88
2011-03-22 21:00:00,112.86
2011-03-22 22:00:00,95.066
2011-03-22 23:00:00,80.674
2011-03-23 00:00:00,20.144
2011-03-23 01:00:00,13.326
2011-03-23 02:00:00,12.646
2011-03-23 03:00:00,12.476
2011-03-23 05:00:00,14.172
2011-03-23 06:00:00,43.984
2011-03-23 07:00:00,117.088
2011-03-23 08:00:00,164.044
2011-03-23 09:00:00,109.85
2011-03-23 10:00:00,85.758
2011-03-23 11:00:00,86.932
2011-03-23 12:00:00,77.244
2011-03-23 13:00:00,95.836
2011-03-23 14:00:00,102.096
2011-03-23 15:00:00,94.212
2011-03-23 16:00:00,121.974
2011-03-23 17:00:00,154.082
2011-03-23 18:00:00,114.794
2011-03-23 19:00:00,109.082
2011-03-23 20:00:00,70.252
2011-03-23 21:00:00,51.308
2011-03-23 22:00:00,64.436
2011-03-23 23:00:00,70.942
2011-03-24 00:00:00,18.31
2011-03-24 01:00:00,10.584
2011-03-24 02:00:00,10.64
2011-03-24 03:00:00,8.67
2011-03-24 04:00:00,8.37
2011-03-24 05:00:00,10.708
2011-03-24 06:00:00,37.758
2011-03-24 07:00:00,88.964
2011-03-24 08:00:00,102.222
2011-03-24 09:00:00,116.778
2011-03-24 10:00:00,93.134
2011-03-24 11:00:00,91.86
2011-03-24 12:00:00,100.744
2011-03-24 13:00:00,104.742
2011-03-24 14:00:00,108.286
2011-03-24 15:00:00,95.02
2011-03-24 16:00:00,110.908
2011-03-24 17:00:00,123.164
2011-03-24 18:00:00,140.188
2011-03-24 19:00:00,132.554
2011-03-24 20:00:00,113.954
2011-03-24 21:00:00,85.74
2011-03-24 22:00:00,77.494
2011-03-24 23:00:00,74.696
2011-03-25 00:00:00,19.38
2011-03-25 01:00:00,13.7968
2011-03-25 02:00:00,11.6768
2011-03-25 03:00:00,9.993466666666665
2011-03-25 04:00:00,12.395266666666664
2011-03-25 05:00:00,17.772
2011-03-25 06:00:00,46.636
2011-03-25 07:00:00,145.766
2011-03-25 08:00:00,196.136
2011-03-25 09:00:00,156.136
2011-03-25 10:00:00,119.052
2011-03-25 11:00:00,115.376
2011-03-25 12:00:00,135.496
2011-03-25 13:00:00,129.578
2011-03-25 14:00:00,158.318
2011-03-25 15:00:00,122.874
2011-03-25 16:00:00,141.062
2011-03-25 17:00:00,149.488
2011-03-25 18:00:00,156.334
2011-03-25 19:00:00,133.474
2011-03-25 20:00:00,121.32
2011-03-25 21:00:00,92.498
2011-03-25 22:00:00,90.232
2011-03-25 23:00:00,83.5
2011-03-26 00:00:00,43.792
2011-03-26 01:00:00,35.522
2011-03-26 02:00:00,28.088
2011-03-26 03:00:00,22.654
2011-03-26 04:00:00,20.504
2011-03-26 05:00:00,18.072
2011-03-26 06:00:00,24.396
2011-03-26 07:00:00,70.212
2011-03-26 08:00:00,93.824
2011-03-26 09:00:00,103.296
2011-03-26 10:00:00,117.064
2011-03-26 11:00:00,123.406
2011-03-26 12:00:00,134.666
2011-03-26 13:00:00,161.182
2011-03-26 14:00:00,170.422
2011-03-26 15:00:00,171.392
2011-03-26 16:00:00,172.608
2011-03-26 17:00:00,177.148
2011-03-26 18:00:00,163.874
2011-03-26 19:00:00,115.568
2011-03-26 20:00:00,98.256
2011-03-26 21:00:00,79.924
2011-03-26 22:00:00,79.22
2011-03-26 23:00:00,70.568
2011-03-27 00:00:00,41.282
2011-03-27 01:00:00,31.894
2011-03-27 02:00:00,25.256
2011-03-27 03:00:00,14.262
2011-03-27 04:00:00,12.902
2011-03-27 06:00:00,20.108
2011-03-27 07:00:00,60.252
2011-03-27 08:00:00,68.75
2011-03-27 09:00:00,71.85
2011-03-27 10:00:00,95.242
2011-03-27 11:00:00,103.544
2011-03-27 12:00:00,114.638
2011-03-27 13:00:00,128.016
2011-03-27 14:00:00,144.298
2011-03-27 15:00:00,150.774
2011-03-27 16:00:00,159.97866666666667
2011-03-27 17:00:00,163.76
2011-03-27 18:00:00,136.894
2011-03-27 19:00:00,128.478
2011-03-27 20:00:00,96.202
2011-03-27 21:00:00,73.612
2011-03-27 22:00:00,70.492
2011-03-27 23:00:00,62.53
2011-03-28 00:00:00,17.778
2011-03-28 01:00:00,14.88
2011-03-28 02:00:00,11.522
2011-03-28 03:00:00,11.08
2011-03-28 05:00:00,17.614
2011-03-28 06:00:00,48.44
2011-03-28 07:00:00,163.61
2011-03-28 08:00:00,191.34
2011-03-28 09:00:00,147.96
2011-03-28 10:00:00,134.278
2011-03-28 11:00:00,122.466
2011-03-28 12:00:00,131.774
2011-03-28 13:00:00,126.086
2011-03-28 14:00:00,160.09
2011-03-28 15:00:00,149.644
2011-03-28 16:00:00,167.26
2011-03-28 17:00:00,218.79
2011-03-28 18:00:00,202.314
2011-03-28 19:00:00,184.32
2011-03-28 20:00:00,150.378
2011-03-28 21:00:00,115.686
2011-03-28 22:00:00,99.23
2011-03-28 23:00:00,84.304
2011-03-29 00:00:00,27.924
2011-03-29 01:00:00,22.686
2011-03-29 02:00:00,21.47
2011-03-29 03:00:00,21.092
2011-03-29 04:00:00,13.97
2011-03-29 05:00:00,21.74
2011-03-29 06:00:00,49.228
2011-03-29 07:00:00,157.062
2011-03-29 08:00:00,190.978
2011-03-29 09:00:00,148.098
2011-03-29 10:00:00,130.178
2011-03-29 11:00:00,117.512
2011-03-29 12:00:00,149.016
2011-03-29 13:00:00,149.956
2011-03-29 14:00:00,152.446
2011-03-29 15:00:00,161.528
2011-03-29 16:00:00,169.536
2011-03-29 17:00:00,205.388
2011-03-29 18:00:00,207.696
2011-03-29 19:00:00,195.918
2011-03-29 20:00:00,156.426
2011-03-29 21:00:00,106.972
2011-03-29 22:00:00,91.934
2011-03-29 23:00:00,79.92
2011-03-30 00:00:00,26.838
2011-03-30 01:00:00,22.556
2011-03-30 02:00:00,20.124
2011-03-30 03:00:00,19.94
2011-03-30 04:00:00,19.062
2011-03-30 05:00:00,18.112
2011-03-30 06:00:00,51.738
2011-03-30 07:00:00,156.59
2011-03-30 08:00:00,176.232
2011-03-30 09:00:00,133.504
2011-03-30 10:00:00,115.716
2011-03-30 11:00:00,115.188
2011-03-30 12:00:00,123.236
2011-03-30 13:00:00,123.582
2011-03-30 14:00:00,112.612
2011-03-30 15:00:00,69.726
2011-03-30 16:00:00,74.272
2011-03-30 17:00:00,104.124
2011-03-30 18:00:00,100.0
2011-03-30 19:00:00,95.384
2011-03-30 20:00:00,68.786
2011-03-30 21:00:00,72.204
2011-03-30 22:00:00,50.998
2011-03-30 23:00:00,46.834
2011-03-31 00:00:00,10.842
2011-03-31 01:00:00,8.884
2011-03-31 02:00:00,8.64
2011-03-31 03:00:00,7.612
2011-03-31 04:00:00,7.284
2011-03-31 05:00:00,9.072
2011-03-31 06:00:00,29.06
2011-03-31 07:00:00,90.7
2011-03-31 08:00:00,155.282
2011-03-31 09:00:00,83.89
2011-03-31 10:00:00,68.648
2011-03-31 11:00:00,75.564
2011-03-31 12:00:00,76.468
2011-03-31 13:00:00,91.69
2011-03-31 14:00:00,91.066
2011-03-31 15:00:00,63.194
2011-03-31 16:00:00,88.86
2011-03-31 17:00:00,105.206
2011-03-31 18:00:00,120.406
2011-03-31 19:00:00,115.396
2011-03-31 20:00:00,72.836
2011-03-31 21:00:00,71.822
2011-03-31 22:00:00,53.6
2011-03-31 23:00:00,54.752
2011-04-20 00:00:00,33.564
2011-04-20 01:00:00,12.184
2011-04-20 02:00:00,11.676
2011-04-20 03:00:00,9.968
2011-04-20 04:00:00,11.042
2011-04-20 05:00:00,14.77
2011-04-20 06:00:00,55.99
2011-04-20 07:00:00,197.372
2011-04-20 08:00:00,296.92
2011-04-20 09:00:00,209.38
2011-04-20 10:00:00,219.262
2011-04-20 11:00:00,219.858
2011-04-20 12:00:00,211.272
2011-04-20 13:00:00,212.37
2011-04-20 14:00:00,180.056
2011-04-20 15:00:00,184.998
2011-04-20 16:00:00,253.96
2011-04-20 17:00:00,298.38
2011-04-20 18:00:00,403.93
2011-04-20 19:00:00,346.402
2011-04-20 20:00:00,275.064
2011-04-20 21:00:00,218.498
2011-04-20 22:00:00,188.266
2011-04-20 23:00:00,181.902
2011-04-21 00:00:00,47.278
2011-04-21 01:00:00,27.638
2011-04-21 02:00:00,27.74
2011-04-21 03:00:00,29.664
2011-04-21 04:00:00,32.352
2011-04-21 05:00:00,33.916
2011-04-21 06:00:00,54.294
2011-04-21 07:00:00,199.9
2011-04-21 08:00:00,181.24
2011-04-21 09:00:00,163.738
2011-04-21 10:00:00,207.302
2011-04-21 11:00:00,167.56
2011-04-21 12:00:00,163.752
2011-04-21 13:00:00,206.954
2011-04-21 14:00:00,170.922
2011-04-21 15:00:00,213.004
2011-04-21 16:00:00,255.642
2011-04-21 17:00:00,302.332
2011-04-21 18:00:00,289.31
2011-04-21 19:00:00,240.978
2011-04-21 20:00:00,216.05
2011-04-21 21:00:00,137.236
2011-04-21 22:00:00,128.094
2011-04-21 23:00:00,86.226
2011-04-22 00:00:00,27.27
2011-04-22 01:00:00,20.464
2011-04-22 02:00:00,19.214
2011-04-22 03:00:00,17.656
2011-04-22 04:00:00,16.392
2011-04-22 05:00:00,18.658
2011-04-22 06:00:00,54.952
2011-04-22 07:00:00,154.082
2011-04-22 08:00:00,175.27
2011-04-22 09:00:00,131.052
2011-04-22 10:00:00,143.796
2011-04-22 11:00:00,106.49
2011-04-22 12:00:00,109.592
2011-04-22 13:00:00,101.134
2011-04-22 14:00:00,38.766
2011-04-22 15:00:00,99.754
2011-04-22 16:00:00,120.062
2011-04-22 17:00:00,76.238
2011-04-22 18:00:00,73.654
2011-04-22 19:00:00,67.74
2011-04-22 20:00:00,68.216
2011-04-22 21:00:00,66.392
2011-04-22 22:00:00,67.676
2011-04-22 23:00:00,75.166
2011-04-23 00:00:00,28.69
